11,3,,,,
12,6,,,Linf,36.84210526
13,10,,,L50,21.3
14,22,,,L95,23.43
15,23,,,MK,
16,37,,,,
17,61,,,,
18,65,,,,
19,82,,,,
20,58,,,,
21,57,,,,
22,98,,,,
23,87,,,,
24,93,,,,
25,69,,,,
26,62,,,,
27,54,,,,
28,39,,,,
29,20,,,,
30,31,,,,
31,16,,,,
32,9,,,,
33,2,,,,
34,1,,,,
35,1,,,,
36,0,,,,
37,0,,,,
